Protein Type	Protein Names	File Name	Accession ID	Hit Number	Hit ID	Hit Length	Species	Query Definition	Hsp Bit Score	Hsp Score	Hsp E-value	Identity	Positives	Gaps	Hsp Qseq	Hsp Hseq	Database
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	73.6	2.00E-09	37.65	110/247	36/247	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	72.4	3.00E-09	36.25	115/251	35/251	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	71.6	5.00E-09	37.92	106/240	29/240	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	71.6	6.00E-09	35.82	110/268	40/268	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	67.8	9.00E-08	39.91	108/233	27/233	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	67	2.00E-07	34.15	85/205	32/205	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	63.2	3.00E-06	34.75	99/236	49/236	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	62.8	3.00E-06	35.11	111/262	76/262	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	62.8	4.00E-06	34.35	93/230	37/230	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	61.2	1.00E-05	35.94	57/128	15/128	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	60.8	1.00E-05	38.76	100/209	17/209	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	131	KAI9821034.1	591	Pycnora praestabilis	>KAI9821034.1 MAG: hypothetical protein M1827_003767 [Pycnora praestabilis]	N/A	58.2	9.00E-05	33.67	81/199	49/199	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	83.2	2.00E-12	39.33	77/150	12/150	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	72.4	4.00E-09	30.48	111/292	80/292	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	68.6	6.00E-08	39.19	73/148	11/148	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	65.9	5.00E-07	38.27	74/162	22/162	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	62.8	4.00E-06	38.96	69/154	17/154	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	62	6.00E-06	37.84	66/148	11/148	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	60.8	2.00E-05	41.94	61/124	9/124	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	59.3	4.00E-05	37.2	70/164	25/164	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	132	KAI9170614.1	830	Paramyrothecium	>KAI9170614.1 5'-nucleotidase C-terminal domain-containing protein [Paramyrothecium	N/A	55.1	8.00E-04	37.89	71/161	22/161	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	82.4	3.00E-12	34.39	133/314	30/314	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	80.5	1.00E-11	38.78	114/263	13/263	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	79.3	3.00E-11	39.24	132/288	22/288	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	76.6	2.00E-10	35.37	118/294	45/294	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	75.9	3.00E-10	34.07	111/273	55/273	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	74.3	1.00E-09	38.18	123/275	25/275	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	73.2	2.00E-09	38.43	110/255	35/255	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	73.2	2.00E-09	39.62	116/265	25/265	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	72.4	4.00E-09	29.95	147/374	37/374	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	71.6	6.00E-09	29.62	146/395	63/395	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	69.7	3.00E-08	35.77	115/274	31/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	68.9	4.00E-08	33.63	134/336	44/336	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	68.9	5.00E-08	37.23	116/274	20/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	68.6	6.00E-08	32.03	114/306	76/306	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	68.2	8.00E-08	33.47	96/245	59/245	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	65.5	6.00E-07	32.21	101/267	50/267	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	61.6	8.00E-06	34.91	115/275	27/275	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	61.2	1.00E-05	36.26	113/262	15/262	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	60.8	2.00E-05	35.58	107/267	42/267	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	133	KAK0791694.1	655	Friedmanniomyces endolithicus	>KAK0791694.1 hypothetical protein LTR38_010128 [Friedmanniomyces endolithicus]	N/A	51.6	0.01	31.23	105/285	55/285	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	82	4.00E-12	34.39	133/314	30/314	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	80.5	1.00E-11	38.78	114/263	13/263	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	79	3.00E-11	39.24	132/288	22/288	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	77.4	1.00E-10	35.37	118/294	45/294	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	75.9	3.00E-10	34.07	111/273	55/273	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	74.3	9.00E-10	38.18	123/275	25/275	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	73.2	2.00E-09	38.43	110/255	35/255	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	73.2	2.00E-09	39.62	116/265	25/265	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	72	5.00E-09	29.95	147/374	37/374	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	71.2	8.00E-09	29.62	146/395	63/395	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	69.7	2.00E-08	35.77	115/274	31/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	68.9	4.00E-08	37.23	116/274	20/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	68.9	4.00E-08	33.63	134/336	44/336	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	68.2	8.00E-08	33.47	96/245	59/245	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	67.8	1.00E-07	32.03	114/306	76/306	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	65.5	6.00E-07	32.21	101/267	50/267	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	61.6	7.00E-06	34.67	113/274	24/274	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	61.2	1.00E-05	36.26	113/262	15/262	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	60.5	2.00E-05	35.58	107/267	42/267	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	134	KAK0909632.1	655	Friedmanniomyces endolithicus	>KAK0909632.1 hypothetical protein LTR02_004294 [Friedmanniomyces endolithicus]	N/A	51.6	0.009	31.23	105/285	55/285	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	81.6	4.00E-12	28.9	95/263	4/263	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	75.5	3.00E-10	27.96	104/304	15/304	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	68.2	8.00E-08	29.13	120/309	14/309	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	65.1	6.00E-07	27.24	100/268	10/268	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	64.7	8.00E-07	28.09	90/235	15/235	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	63.9	1.00E-06	30.69	116/290	28/290	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	63.5	2.00E-06	29.04	102/272	17/272	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	63.5	2.00E-06	26.38	96/254	10/254	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	63.2	2.00E-06	29.62	138/341	25/341	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	61.6	7.00E-06	27.16	117/313	29/313	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	60.1	2.00E-05	26.67	111/300	25/300	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	59.3	4.00E-05	26.02	123/319	27/319	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	135	XP_018138161.1	592	Pochonia chlamydosporia 170	>XP_018138161.1 hypothetical protein VFPPC_18229 [Pochonia chlamydosporia 170]	N/A	52.8	0.004	29.12	67/182	4/182	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	81.6	6.00E-12	35.83	136/307	16/307	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	78.6	5.00E-11	35.13	109/279	65/279	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	78.2	7.00E-11	38.4	113/263	13/263	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	74.7	7.00E-10	37.31	112/268	48/268	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	73.9	1.00E-09	35.03	117/294	45/294	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	73.9	1.00E-09	34.66	113/277	26/277	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	73.2	2.00E-09	29.95	147/374	37/374	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	72.4	4.00E-09	35.74	118/291	46/291	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	71.6	7.00E-09	33.33	110/279	58/279	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	71.6	7.00E-09	37.82	122/275	25/275	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	71.6	7.00E-09	33.63	134/336	44/336	Query	Subject	Fungal
Structural	Collagen	Q02388_blastp_results.txt	Q02388	136	KAK0910572.1	655	Friedmanniomyces endolithicus	>KAK0910572.1 hypothetical protein LTR57_015828 [Friedmanniomyces endolithicus]	N/A	70.9	1.00E-08	38.87	115/265	25/265	Query	Subject	Fungal
